brand,year,selling_price,km_driven,fuel_type,transmission,owner_type
Mercedes,2020,47.060367305700126,125751,Petrol,Manual,First Owner
Volkswagen,2009,7.557344210642294,107254,Petrol,Manual,First Owner
Ford,2007,3.0,217114,Petrol,Manual,First Owner
Mahindra,2022,22.570872779420508,5678,Petrol,Manual,Third Owner
Skoda,2018,21.317209133873046,9244,Diesel,Manual,Second Owner
Skoda,2021,12.888500983831392,143428,Diesel,Manual,First Owner
Maruti,2010,4.211416407800852,48947,Petrol,Manual,First Owner
Audi,2012,27.759297803950375,177487,Diesel,Manual,Third Owner
Hyundai,2015,13.894788637206851,73139,Diesel,Manual,First Owner
Mercedes,2013,46.936592271539624,142726,Diesel,Manual,First Owner
Skoda,2009,15.012790051549802,14246,Cng,Manual,First Owner
Hyundai,2011,3.0,174912,Diesel,Manual,First Owner
Ford,2015,4.9349468044330385,131970,Petrol,Manual,Second Owner
Hyundai,2005,10.917305803049606,5003,Petrol,Automatic,Second Owner
Volkswagen,2011,11.10795578061953,70124,Petrol,Manual,Second Owner
Nissan,2010,13.661232078825684,19563,Petrol,Manual,First Owner
Hyundai,2006,8.534167927723505,15986,Lpg,Manual,Fourth & Above Owner
Honda,2007,3.0,176123,Diesel,Manual,Second Owner
Kia,2013,10.128142539892162,109833,Petrol,Manual,Third Owner
Toyota,2006,9.824393422451594,201710,Cng,Manual,First Owner
Hyundai,2011,9.572370925183517,68154,Diesel,Manual,Fourth & Above Owner
Renault,2015,3.0,180836,Petrol,Manual,Second Owner
Renault,2020,3.0,155705,Cng,Manual,Second Owner
Bmw,2006,33.5557268128478,167437,Petrol,Manual,First Owner
Toyota,2012,12.083600419555953,207863,Petrol,Automatic,First Owner
Kia,2006,6.994407658197634,178308,Petrol,Manual,Third Owner
Renault,2012,3.0,187671,Cng,Manual,First Owner
Toyota,2013,11.506072086420001,186199,Petrol,Manual,Second Owner
Kia,2019,11.762953352789715,114515,Petrol,Manual,Second Owner
Nissan,2012,3.0,182472,Diesel,Manual,Second Owner
Renault,2021,3.0,211330,Diesel,Manual,First Owner
Maruti,2007,3.0,185812,Petrol,Manual,Third Owner
Volkswagen,2005,3.0,153884,Petrol,Manual,First Owner
Volkswagen,2005,10.022017827231407,23134,Cng,Manual,Third Owner
Mahindra,2011,13.521809211970783,111965,Diesel,Automatic,First Owner
Bmw,2008,41.56385358861986,20501,Petrol,Manual,First Owner
Skoda,2006,15.019771341638156,30435,Petrol,Manual,First Owner
Hyundai,2009,6.079173492089101,93474,Petrol,Automatic,Third Owner
Audi,2022,36.54028280061587,118710,Diesel,Manual,Second Owner
Mahindra,2019,12.093500836425795,134261,Diesel,Manual,First Owner
Mercedes,2005,39.06206660992955,225568,Diesel,Manual,First Owner
Ford,2021,3.0,191841,Petrol,Automatic,Second Owner
Maruti,2008,3.0,108608,Diesel,Manual,First Owner
Kia,2012,16.43994129869249,87003,Petrol,Manual,First Owner
Mahindra,2010,4.867971329523306,179583,Diesel,Automatic,Second Owner
Volkswagen,2012,10.333666829818307,72403,Petrol,Manual,First Owner
Mahindra,2018,5.650386557128872,221485,Petrol,Manual,First Owner
Nissan,2017,3.0,196454,Petrol,Automatic,First Owner
Mercedes,2015,49.115021302279246,172217,Petrol,Automatic,Second Owner
Skoda,2016,13.817682930925717,66087,Petrol,Manual,Second Owner
Ford,2018,6.088212812493463,157324,Diesel,Manual,First Owner
Renault,2008,3.0,206106,Diesel,Manual,First Owner
Bmw,2012,44.98639163702465,22629,Petrol,Automatic,First Owner
Mercedes,2006,48.823047717788555,48397,Petrol,Manual,First Owner
Skoda,2017,8.059374144949304,131223,Petrol,Manual,First Owner
Maruti,2012,6.4958992809969445,93071,Diesel,Manual,First Owner
Bmw,2016,30.620946732200917,178855,Petrol,Manual,Second Owner
Hyundai,2015,6.050088017156028,103263,Petrol,Manual,First Owner
Toyota,2009,7.753765763516782,249181,Petrol,Manual,Fourth & Above Owner
Skoda,2007,12.780531915091444,78380,Petrol,Manual,Fourth & Above Owner
Tata,2022,7.941330304294296,93250,Diesel,Manual,First Owner
Mercedes,2010,54.695968302652446,5822,Petrol,Manual,Second Owner
Ford,2006,3.7026616703080553,65635,Petrol,Manual,Second Owner
Tata,2010,10.223298359381905,62699,Diesel,Manual,First Owner
Honda,2021,7.267469930275054,191879,Petrol,Manual,First Owner
Renault,2009,5.681262108211455,87725,Diesel,Manual,Fourth & Above Owner
Mercedes,2022,51.18044516595295,54849,Petrol,Manual,First Owner
Bmw,2013,40.38184229863496,81838,Diesel,Manual,Second Owner
Nissan,2020,3.7265233801492776,142848,Diesel,Manual,Second Owner
Nissan,2016,3.0,197461,Petrol,Manual,First Owner
Mercedes,2005,34.46887045993752,244817,Diesel,Automatic,Second Owner
Bmw,2014,46.36867581201298,16605,Petrol,Manual,Third Owner
Toyota,2012,10.02519332408822,211041,Petrol,Manual,First Owner
Ford,2008,3.0,100292,Diesel,Manual,First Owner
Hyundai,2014,3.0,203019,Diesel,Manual,First Owner
Honda,2006,14.234221058355526,14191,Petrol,Automatic,Second Owner
Nissan,2017,3.173066720265913,158392,Petrol,Manual,Second Owner
Ford,2019,3.0,233008,Petrol,Automatic,Second Owner
Hyundai,2006,8.873191763338777,14586,Diesel,Automatic,Third Owner
Bmw,2013,30.14557992997075,198601,Lpg,Automatic,Fourth & Above Owner
Kia,2016,21.94695768221412,33010,Petrol,Manual,First Owner
Nissan,2006,3.0,245629,Lpg,Automatic,Third Owner
Toyota,2012,14.697668825664307,187370,Petrol,Manual,First Owner
Ford,2009,3.0,227989,Diesel,Manual,First Owner
Renault,2005,3.0,224932,Cng,Manual,First Owner
Tata,2019,11.639430084940411,82374,Diesel,Automatic,First Owner
Toyota,2013,21.390480071160965,106901,Petrol,Automatic,Third Owner
Tata,2018,3.0,174437,Petrol,Manual,First Owner
Kia,2015,18.63967345592816,47847,Petrol,Automatic,Second Owner
Mercedes,2020,54.44333466645121,80105,Diesel,Manual,First Owner
Skoda,2022,15.744709760287375,29266,Lpg,Manual,First Owner
Skoda,2015,3.0,222611,Petrol,Manual,Fourth & Above Owner
Kia,2011,19.679713415737737,65728,Petrol,Manual,Third Owner
Hyundai,2012,10.387563588398312,105634,Petrol,Manual,First Owner
Nissan,2019,7.61487378208313,115864,Diesel,Automatic,First Owner
Maruti,2012,6.752638158327904,97092,Diesel,Automatic,First Owner
Renault,2014,3.0,195599,Petrol,Manual,Fourth & Above Owner
Volkswagen,2008,3.0,228946,Diesel,Manual,First Owner
Honda,2022,7.4252507763149715,145362,Petrol,Manual,First Owner
Mahindra,2016,3.0,210001,Diesel,Manual,Second Owner
Mahindra,2010,13.948203472816697,32152,Petrol,Manual,Fourth & Above Owner
Skoda,2015,3.6141232682884104,241771,Petrol,Manual,First Owner
Toyota,2012,24.82727819979786,33395,Diesel,Manual,Second Owner
Toyota,2007,28.101307105269903,21289,Diesel,Manual,First Owner
Nissan,2020,15.585083116797275,10447,Petrol,Automatic,Second Owner
Mahindra,2020,14.965210595308257,64618,Diesel,Manual,First Owner
Nissan,2020,3.0,210107,Petrol,Manual,Third Owner
Nissan,2011,4.806367586578513,78710,Petrol,Manual,Second Owner
Volkswagen,2009,3.0,198770,Lpg,Manual,Fourth & Above Owner
Mahindra,2005,7.19239548507055,108966,Cng,Manual,Second Owner
Mahindra,2018,16.985901507312757,30465,Petrol,Manual,Third Owner
Toyota,2010,16.413009513951096,120916,Cng,Manual,Second Owner
Volkswagen,2021,18.824260407898826,61926,Diesel,Manual,Second Owner
Mahindra,2020,15.301424155235088,76410,Petrol,Manual,First Owner
Ford,2007,3.0,131728,Petrol,Manual,Third Owner
Hyundai,2021,4.139578720802729,198660,Petrol,Manual,First Owner
Volkswagen,2007,3.0,148770,Diesel,Manual,Second Owner
Maruti,2013,11.110223977207564,59694,Cng,Automatic,Second Owner
Audi,2013,28.498165061753348,180781,Petrol,Manual,Second Owner
Maruti,2022,3.0,175646,Petrol,Automatic,Second Owner
Mahindra,2016,13.727286446444097,63081,Petrol,Manual,Second Owner
Mahindra,2020,3.0,213683,Petrol,Manual,Second Owner
Skoda,2015,3.0,211586,Diesel,Manual,Second Owner
Maruti,2019,3.0,152906,Petrol,Manual,First Owner
Ford,2020,8.036187201441184,77557,Diesel,Manual,Second Owner
Volkswagen,2020,11.88906349541967,91768,Petrol,Manual,Third Owner
Renault,2012,3.0,112661,Diesel,Manual,Second Owner
Audi,2011,41.29025207142919,51033,Diesel,Manual,First Owner
Skoda,2022,17.715885828800005,79953,Diesel,Manual,First Owner
Honda,2018,15.920297597137608,37914,Petrol,Manual,Third Owner
Skoda,2021,18.67000058326479,42864,Diesel,Manual,Third Owner
Toyota,2015,11.245420698193465,187322,Diesel,Manual,First Owner
Kia,2021,21.674422361236388,36446,Diesel,Manual,Fourth & Above Owner
Renault,2017,3.881793753368511,119937,Diesel,Manual,First Owner
Mercedes,2018,51.37207902829574,110164,Diesel,Manual,Third Owner
Nissan,2008,11.226592362758861,16348,Petrol,Manual,Fourth & Above Owner
Mercedes,2015,39.31237490378452,208673,Petrol,Manual,Second Owner
Skoda,2018,3.0,246040,Lpg,Manual,Fourth & Above Owner
Volkswagen,2018,8.47358052479076,161411,Petrol,Manual,Second Owner
Maruti,2022,3.3497872204066077,169469,Cng,Manual,First Owner
Renault,2010,3.0,62012,Diesel,Manual,Third Owner
Mahindra,2010,3.0,211824,Cng,Manual,First Owner
Nissan,2022,3.0,197143,Diesel,Manual,First Owner
Tata,2022,8.922971963462384,112356,Diesel,Manual,First Owner
Tata,2008,3.0,177923,Diesel,Manual,Second Owner
Tata,2011,3.0,239082,Petrol,Manual,Second Owner
Bmw,2022,39.58146833253029,152696,Petrol,Manual,Third Owner
Volkswagen,2008,12.332777399916212,53883,Petrol,Manual,Third Owner
Kia,2019,18.109386063107706,85960,Petrol,Automatic,Third Owner
Ford,2007,9.959008040446935,50358,Lpg,Manual,Second Owner
Toyota,2008,18.66755413492665,86223,Petrol,Manual,Third Owner
Maruti,2019,3.0,223132,Diesel,Automatic,First Owner
Maruti,2015,7.555486415824462,51486,Petrol,Manual,Second Owner
Honda,2014,3.0,223470,Petrol,Manual,First Owner
Nissan,2020,5.952947689874668,74857,Lpg,Manual,First Owner
Renault,2010,3.0,127259,Petrol,Manual,First Owner
Nissan,2014,3.979260178255747,134451,Diesel,Automatic,First Owner
Hyundai,2015,15.944251291473865,35817,Petrol,Automatic,Fourth & Above Owner
Hyundai,2018,12.500489211564584,50081,Petrol,Manual,First Owner
Skoda,2010,9.696466434511226,79778,Petrol,Manual,Third Owner
Hyundai,2016,17.814517751981892,19694,Diesel,Manual,First Owner
Maruti,2013,3.0,189767,Petrol,Manual,Second Owner
Ford,2014,3.0,138828,Diesel,Manual,First Owner
Nissan,2020,3.0,212268,Diesel,Automatic,Fourth & Above Owner
Audi,2012,26.09698168731545,216464,Petrol,Manual,First Owner
Hyundai,2017,8.407293910778934,90175,Petrol,Automatic,Second Owner
Skoda,2021,3.6148861414575197,205193,Petrol,Manual,Fourth & Above Owner
Skoda,2018,21.825421631689114,20002,Diesel,Manual,Third Owner
Skoda,2022,12.500150860478897,110276,Petrol,Automatic,Third Owner
Nissan,2015,3.0,168103,Petrol,Manual,First Owner
Tata,2010,3.0,119225,Petrol,Manual,First Owner
Kia,2022,8.802203032913669,186176,Petrol,Manual,First Owner
Toyota,2016,11.472068350659784,215357,Diesel,Manual,First Owner
Skoda,2009,7.018527985028456,108883,Petrol,Manual,First Owner
Volkswagen,2010,7.091816853234183,72242,Petrol,Manual,Second Owner
Mercedes,2009,43.31360829039724,147858,Petrol,Automatic,Fourth & Above Owner
Bmw,2020,27.819446048975692,217778,Diesel,Manual,Second Owner
Bmw,2006,24.876185890138224,246906,Diesel,Automatic,Third Owner
Bmw,2018,30.04917906661943,204808,Petrol,Automatic,Second Owner
Mercedes,2014,52.98967553023015,65024,Petrol,Manual,First Owner
Mercedes,2006,50.389637643851316,55294,Diesel,Manual,Second Owner
Mahindra,2016,8.729696607590506,145379,Petrol,Manual,First Owner
Skoda,2018,13.63255724659728,103535,Diesel,Manual,First Owner
Volkswagen,2018,9.31757463289632,154685,Petrol,Manual,Third Owner
Toyota,2014,14.074036591285937,231215,Petrol,Manual,First Owner
Renault,2011,3.0,139531,Petrol,Automatic,First Owner
Kia,2007,9.068025384640226,92107,Petrol,Automatic,First Owner
Skoda,2005,3.0,217936,Diesel,Manual,Second Owner
Skoda,2011,9.938925093560314,112595,Petrol,Automatic,First Owner
Ford,2016,3.0,153226,Petrol,Manual,Second Owner
Mercedes,2005,48.79445023513151,38148,Petrol,Automatic,First Owner
Honda,2022,8.009920207116949,129433,Petrol,Manual,Third Owner
Audi,2015,35.7416226172502,109445,Diesel,Automatic,Third Owner
Bmw,2010,43.77565102470536,35138,Diesel,Automatic,First Owner
Tata,2022,7.62346238008357,56844,Lpg,Manual,Third Owner
Tata,2008,3.0,177286,Petrol,Automatic,First Owner
Maruti,2022,7.522906923357212,49244,Petrol,Manual,First Owner
Mahindra,2010,9.031503478979456,37366,Petrol,Manual,First Owner
Ford,2011,13.03374455341433,19099,Diesel,Manual,First Owner
Renault,2012,10.56784583485277,11509,Petrol,Manual,Fourth & Above Owner
Mahindra,2022,13.716533168746809,111431,Petrol,Manual,Third Owner
Ford,2009,6.642244888107711,124690,Diesel,Manual,Third Owner
Bmw,2022,32.37386054352113,157960,Petrol,Manual,First Owner
Tata,2011,3.0,145249,Petrol,Manual,Second Owner
Honda,2010,3.0,136513,Petrol,Manual,Second Owner
Honda,2016,3.0,249768,Diesel,Automatic,First Owner
Renault,2017,5.617250197565613,66242,Diesel,Manual,Third Owner
Honda,2011,3.4455485777229415,179520,Petrol,Manual,Third Owner
Mercedes,2007,52.73108374564635,24504,Diesel,Manual,Third Owner
Toyota,2012,14.23647076908545,212904,Petrol,Automatic,Fourth & Above Owner
Ford,2014,7.818678524583517,93853,Petrol,Manual,First Owner
Honda,2005,6.050699144295899,89865,Diesel,Automatic,Third Owner
Mahindra,2006,12.235576056616015,38119,Diesel,Manual,Fourth & Above Owner
Audi,2021,36.568918024805924,129684,Cng,Automatic,Second Owner
Tata,2005,3.0,102901,Diesel,Manual,First Owner
Toyota,2012,3.0,243695,Petrol,Manual,First Owner
Mercedes,2018,54.88651814882147,48613,Petrol,Manual,First Owner
Kia,2010,11.004928724746746,107260,Petrol,Manual,First Owner
Audi,2013,28.929647100694844,225545,Petrol,Manual,Third Owner
Nissan,2006,3.0,202786,Petrol,Manual,Fourth & Above Owner
Skoda,2019,5.538706012341038,192303,Petrol,Manual,Third Owner
Renault,2016,3.0,133867,Petrol,Manual,First Owner
Mercedes,2020,38.95681844527031,218942,Diesel,Manual,Second Owner
Toyota,2020,26.00976696028244,59870,Petrol,Manual,First Owner
Ford,2011,3.0,203359,Petrol,Manual,First Owner
Volkswagen,2005,3.0,147202,Diesel,Manual,First Owner
Kia,2011,14.426456946749827,90739,Diesel,Manual,Fourth & Above Owner
Skoda,2007,11.542783772756907,58425,Petrol,Manual,Third Owner
Renault,2014,3.0,132799,Diesel,Manual,Third Owner
Bmw,2007,46.39216837400373,5741,Diesel,Automatic,First Owner
Tata,2021,3.1167341952936454,180106,Diesel,Manual,First Owner
Skoda,2015,14.19028892616948,62794,Petrol,Manual,Second Owner
Volkswagen,2009,8.011276535496474,100358,Petrol,Manual,Second Owner
Renault,2021,10.916779187687402,52320,Diesel,Manual,Third Owner
Mercedes,2018,47.107406325783714,119020,Petrol,Manual,First Owner
Bmw,2012,37.37977869834581,95875,Diesel,Manual,First Owner
Hyundai,2007,6.595977073453216,50998,Diesel,Manual,Third Owner
Toyota,2011,9.873994117181077,222706,Diesel,Manual,Second Owner
Mahindra,2015,7.043023725196394,191051,Lpg,Manual,Second Owner
Mercedes,2018,51.90071722585887,100024,Diesel,Manual,Third Owner
Maruti,2009,11.516476391256676,19121,Cng,Manual,Second Owner
Tata,2018,3.0,212070,Diesel,Automatic,Second Owner
Volkswagen,2010,3.0,175748,Petrol,Automatic,First Owner
Audi,2009,27.42670423949401,141125,Diesel,Manual,Second Owner
Renault,2013,3.0,153136,Diesel,Manual,First Owner
Skoda,2007,15.206580065367202,6865,Lpg,Manual,Second Owner
Nissan,2012,6.70190349452062,121093,Petrol,Automatic,Second Owner
Hyundai,2011,11.529416973779767,51240,Petrol,Manual,First Owner
Kia,2010,8.36053116659092,164574,Diesel,Manual,First Owner
Bmw,2018,24.10969077639598,233163,Petrol,Automatic,First Owner
Bmw,2010,32.20092028662847,135050,Diesel,Manual,Second Owner
Hyundai,2017,3.9798410265954463,153022,Petrol,Automatic,First Owner
Bmw,2017,35.16630445701226,168526,Petrol,Manual,Third Owner
Audi,2016,30.7169259111626,232738,Petrol,Manual,First Owner
Volkswagen,2009,11.058329457070577,14355,Diesel,Automatic,First Owner
Hyundai,2019,8.897094974968985,80979,Petrol,Manual,Second Owner
Renault,2009,3.0,70748,Diesel,Manual,Second Owner
Kia,2009,3.0,180557,Diesel,Manual,First Owner
Audi,2020,34.100608861607505,114735,Diesel,Manual,First Owner
Mahindra,2011,3.0,194146,Petrol,Manual,First Owner
Kia,2017,14.249911733199413,120740,Petrol,Manual,First Owner
Kia,2005,3.0,244046,Diesel,Manual,First Owner
Mahindra,2016,3.0,192910,Petrol,Manual,Second Owner
Skoda,2020,19.253210704895306,9453,Petrol,Manual,Second Owner
Ford,2017,3.0,247172,Cng,Automatic,First Owner
Volkswagen,2015,3.0,238298,Petrol,Automatic,Second Owner
Ford,2020,18.92700228148943,15636,Petrol,Manual,First Owner
Mercedes,2010,42.9370360783568,100939,Lpg,Automatic,Third Owner
Kia,2011,3.0,242788,Petrol,Manual,Second Owner
Mercedes,2006,34.82984660792816,210308,Petrol,Manual,Second Owner
Nissan,2017,7.0289525285546,119728,Petrol,Manual,First Owner
Kia,2018,10.509791221544665,138454,Diesel,Automatic,Second Owner
Hyundai,2018,12.466227807930041,12264,Diesel,Manual,First Owner
Tata,2018,5.354921668344634,143339,Diesel,Manual,Fourth & Above Owner
Audi,2007,27.11032632006482,168255,Lpg,Automatic,First Owner
Volkswagen,2016,8.481213110546227,93047,Petrol,Manual,First Owner
Maruti,2018,8.678291304820853,80156,Diesel,Manual,Third Owner
Hyundai,2008,3.0,207975,Petrol,Manual,Second Owner
Renault,2013,3.0,114925,Cng,Manual,Second Owner
Bmw,2021,38.682060753906825,69683,Cng,Manual,Third Owner
Mahindra,2012,5.060731835653083,96831,Petrol,Manual,First Owner
Mahindra,2018,8.326888361082604,125599,Diesel,Manual,First Owner
Hyundai,2014,8.582877638411855,68577,Diesel,Manual,Third Owner
Volkswagen,2016,3.0,142242,Petrol,Automatic,First Owner
Maruti,2016,3.0,215999,Diesel,Manual,Third Owner
Volkswagen,2016,3.0,186917,Lpg,Manual,First Owner
Renault,2019,8.061851716053752,61678,Petrol,Manual,First Owner
Ford,2021,8.741383481859424,120550,Petrol,Automatic,First Owner
Audi,2010,35.22367434828218,138207,Lpg,Automatic,Third Owner
Renault,2021,3.0,171669,Petrol,Manual,First Owner
Audi,2016,26.41379616772016,190324,Petrol,Manual,First Owner
Mercedes,2015,48.50446814905733,123897,Diesel,Manual,First Owner
Nissan,2010,10.926470960332114,82188,Diesel,Manual,First Owner
Mercedes,2012,39.57668154203101,166533,Petrol,Manual,First Owner
Renault,2016,6.573801414382885,35808,Petrol,Manual,Third Owner
Renault,2011,3.0,170165,Diesel,Manual,Second Owner
Tata,2010,3.0,224595,Petrol,Manual,First Owner
Volkswagen,2019,4.777999051367677,178813,Diesel,Manual,First Owner
Mahindra,2012,13.508649408521542,111242,Diesel,Manual,First Owner
Nissan,2016,3.0,206708,Petrol,Automatic,First Owner
Skoda,2005,5.382536450709667,135391,Diesel,Manual,First Owner
Hyundai,2006,3.0,137477,Diesel,Manual,Third Owner
Mercedes,2020,42.37727310942835,213769,Cng,Manual,First Owner
Hyundai,2007,9.887871384138794,52353,Petrol,Manual,First Owner
Audi,2019,32.724790490073914,196040,Petrol,Manual,Second Owner
Hyundai,2021,4.076837353044222,171512,Diesel,Manual,First Owner
Renault,2013,3.0,134613,Cng,Manual,Third Owner
Bmw,2020,45.567315540021006,23893,Lpg,Automatic,Second Owner
Audi,2012,27.575181845921875,192604,Petrol,Manual,First Owner
Ford,2022,11.86779923270609,58643,Petrol,Automatic,Third Owner
Nissan,2009,3.0,224396,Petrol,Manual,First Owner
Mercedes,2012,41.956951937034404,199078,Diesel,Manual,First Owner
Tata,2012,7.893435520414236,94090,Diesel,Manual,Second Owner
Audi,2019,36.12907169114971,111592,Diesel,Automatic,Second Owner
Audi,2005,40.17997347027848,11252,Petrol,Manual,First Owner
Honda,2019,11.142511574824823,127020,Lpg,Manual,First Owner
Mercedes,2005,51.35608472269004,19195,Petrol,Manual,Third Owner
Nissan,2010,3.0,246912,Petrol,Manual,Second Owner
Skoda,2015,5.261138397258459,161830,Diesel,Manual,Second Owner
Mercedes,2007,47.566882544203985,62617,Petrol,Manual,Second Owner
Bmw,2013,31.201083264347556,201911,Diesel,Manual,Second Owner
Toyota,2022,32.698105133749486,9790,Diesel,Manual,Second Owner
Mercedes,2019,49.28971676836864,139583,Petrol,Manual,First Owner
